,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
198406,0.9923,3.574,2.1025,1.6055,1.3118,3.9809,4.6926,1.9106,2.8012,1.1305,6.4414,5.1676,0.7056,1.5662,-0.5408,5.8402,4.7118,1.9329,1.9301,2.5471,3.4786,5.3655,2.0772,-1.2006,5.3403
198407,-7.2327,-5.1732,-4.5305,-1.721,-2.2543,-5.3924,-5.5028,-1.3662,-3.8679,-3.7571,-3.5053,-3.3574,-3.0675,-3.0705,-0.9706,-3.8083,-4.6249,-2.5122,-4.6038,-0.4935,0.311,-1.437,0.0008,-2.9991,-2.3579
198408,11.5561,11.8042,8.6751,6.923,8.6479,15.7412,10.5867,9.9981,9.4193,10.3509,15.3742,12.9519,10.7689,12.1706,9.4312,12.849,13.4089,12.4254,11.2484,9.9794,10.7691,10.172,10.2915,11.3348,12.8463
198409,-2.6485,-1.5986,0.6847,1.3707,2.4058,-5.5615,0.362,1.945,1.519,3.2938,-3.9699,1.454,1.9229,2.2814,3.5611,-1.4508,-1.6176,0.6593,1.4496,4.4734,-2.7789,-1.6865,-0.4022,1.674,3.5189
198410,-3.8625,-1.3676,-2.0572,-1.409,-1.3128,-3.1102,-1.7269,-0.1047,0.9084,0.9896,-1.7508,-0.599,1.4852,-1.6769,1.4924,-0.3452,-0.1696,0.6914,0.1998,1.6904,0.8799,2.8554,1.4088,-0.6854,-1.4036
198411,-5.6845,-4.1715,-1.2506,-1.5085,-1.0534,-5.8589,-2.1558,-0.3675,0.044,1.2702,-4.075,0.4151,1.2398,1.4449,1.9821,-3.4062,-0.6241,-1.0007,0.5754,2.0313,-2.4611,-0.9705,-1.7803,-0.5071,1.3245
198412,0.4866,1.034,0.8638,0.506,0.6681,2.0013,2.3197,1.592,2.5349,2.5952,4.4428,3.6395,0.8253,1.9226,1.8839,3.3335,1.8336,2.2277,2.9185,3.5314,2.5833,2.3699,2.8246,2.4142,2.1091
198501,15.9217,14.954,10.4743,10.1378,8.4834,16.017,13.292,8.9449,9.9612,8.8088,13.7282,10.3784,9.566,8.7067,8.1887,12.1556,13.0126,8.4275,8.1526,6.4025,9.537,7.9573,7.5655,6.6667,4.5207
198502,3.8172,4.661,3.6021,2.6002,3.7968,2.8032,3.1643,2.6207,1.9129,0.949,2.1682,0.9187,1.4298,1.6386,-0.6134,2.6409,-1.0494,2.0029,2.5273,1.1719,0.1852,2.6773,1.6326,2.5668,2.6721
198503,-2.6707,-2.9367,-1.5665,-1.1203,-0.3291,-4.8253,-3.5217,-0.6584,0.36,3.0373,-4.4156,-1.1264,-1.9582,1.0059,3.7345,-2.8331,-2.1323,0.1037,0.9582,4.3029,-1.5582,1.0404,-0.5322,1.1375,1.5635
198504,-2.1734,-1.846,0.0958,0.4299,0.232,-3.2081,-1.5191,-0.1772,2.6702,0.7359,-1.1481,-1.528,-0.3893,2.6766,1.5041,-1.3402,-3.2324,0.5168,0.797,1.0626,-1.6826,-2.4059,-1.3014,1.2777,2.9578
198505,2.4995,4.0309,3.7385,2.7705,1.0434,4.0454,4.0935,3.2106,5.5959,2.9634,6.2009,5.7986,3.249,4.3677,4.1974,6.639,5.87,5.6414,4.4441,6.4995,5.6998,7.5155,8.8071,5.392,4.7802
198506,0.5886,0.5426,0.7929,1.386,2.6664,0.704,2.2825,2.3757,3.1309,3.5915,2.555,2.0274,4.0853,2.6724,3.3625,1.9282,1.8815,2.2635,3.5638,0.8992,0.6719,2.8834,1.4008,0.5257,2.2188
198507,2.4808,3.117,2.3101,1.5684,2.2267,3.2912,3.3708,5.0348,-0.1356,0.3738,1.2126,2.6806,1.3694,0.9058,2.1225,-0.4753,0.4013,1.0437,-2.0401,0.7065,0.5547,-0.4716,-1.8676,-1.5052,-2.3506
198508,-1.5342,-1.2699,-0.5433,0.054,-1.0382,-2.0962,-0.8495,0.7235,0.3957,0.2396,-2.4501,-0.5545,-0.1969,-0.741,0.5479,-1.7176,-0.2951,1.2011,-0.3777,0.2569,-1.8147,0.1579,-0.6944,0.4154,0.7674
198509,-8.1329,-5.7362,-4.7325,-3.9831,-4.012,-7.5993,-6.0817,-3.1663,-3.9053,-5.5082,-6.9109,-4.1106,-3.2736,-3.8865,-2.9132,-5.0916,-3.8881,-4.8449,-6.301,-4.9012,-3.6497,-1.4507,-2.9366,-3.1811,-4.1191
198510,0.6795,1.912,3.4474,3.3838,1.7948,3.8158,3.868,4.1159,5.7159,2.8155,3.9866,4.2594,4.502,2.2897,2.6276,5.5956,5.3908,4.258,5.5088,5.58,3.6335,4.3214,4.9597,5.8133,6.3795
198511,5.4852,6.5752,6.2908,5.1466,4.7865,9.3292,7.0901,8.1586,7.1577,6.4363,7.6872,7.3962,5.8354,6.3149,6.7259,8.6091,6.9305,8.3638,5.3853,5.4804,10.0728,8.1687,7.6443,3.9221,4.7066
198512,3.5987,5.2462,4.0637,4.0614,3.3314,5.2947,4.3643,5.1912,3.7548,0.3317,5.7139,4.5657,2.3351,2.8129,5.5524,3.7653,4.4063,2.7826,5.0458,5.1781,6.8785,3.7452,4.9904,3.0209,4.4046
198601,3.8004,2.1333,2.5079,1.9835,3.0085,0.919,1.8351,1.3931,0.204,2.6045,1.8186,3.0632,1.5688,2.067,2.8914,0.9511,0.7667,1.8114,2.7775,3.5299,0.3743,1.3437,1.5619,-1.431,1.4098
198602,5.7915,6.5501,6.5699,7.9573,5.5153,7.557,7.3529,6.7604,9.4905,3.909,6.8953,9.4832,7.859,6.9756,6.4887,7.9598,9.4927,7.0067,7.2573,7.676,7.5827,10.1226,8.6435,6.4516,7.1978
198603,4.6216,5.6744,5.1337,4.6861,6.4103,3.6513,5.2272,5.8626,5.0813,6.3723,4.8642,7.2814,5.0341,6.0991,5.8215,5.463,5.418,6.6269,4.0023,4.6333,5.956,7.3229,5.4373,4.7504,4.5592
198604,2.7503,2.227,1.2311,0.2814,0.3731,2.2084,2.0947,-0.0334,1.0624,-1.9457,2.1712,2.2708,0.9944,1.1747,-1.524,1.8106,-0.1434,-1.7661,-2.5335,-4.873,0.3246,-0.9775,-2.3218,-2.7004,-2.7371
198605,4.1127,3.5206,4.2038,3.9031,3.8617,3.3736,2.4497,5.0989,4.4645,2.964,6.1566,4.2334,6.0993,5.231,2.8682,6.3613,3.8615,5.8557,4.1746,4.4338,5.1454,6.3138,3.5581,6.5658,5.548
198606,0.1549,-1.5789,-0.1517,1.495,2.089,0.5521,0.2007,2.5109,1.7918,2.418,1.1101,-0.5463,2.2633,0.4277,2.4335,1.4247,1.0947,0.033,3.9018,1.3992,2.1689,2.0792,1.1353,0.7113,2.9329
198607,-10.1115,-8.5951,-8.4031,-6.119,-8.7596,-11.4907,-9.9385,-8.7617,-4.8505,-7.0323,-9.8775,-7.6714,-8.0395,-6.0187,-5.2928,-8.8944,-7.479,-7.1159,-3.9741,-4.4741,-7.0383,-5.9131,-4.8301,-2.6011,-2.7107
198608,0.2871,0.5492,2.1929,1.8848,1.709,2.3574,4.2775,4.4192,5.388,4.7248,4.3354,3.6276,5.9615,7.4111,8.5597,4.4042,6.6848,7.1764,10.1323,9.4552,4.5085,6.5004,5.9866,10.3182,10.7749
198609,-7.9614,-6.2332,-5.6116,-4.4769,-3.2805,-8.8007,-6.2498,-4.9107,-2.8134,-5.84,-8.0663,-7.8188,-4.5433,-4.8149,-5.3648,-9.2133,-5.8938,-6.9377,-7.0032,-5.9124,-10.2917,-10.942,-7.7942,-8.0021,-6.3872
198610,1.9464,3.102,1.8115,3.2154,0.8542,6.3539,4.4132,3.3581,2.9859,1.4696,5.8053,2.3985,1.1653,2.0717,2.8015,5.7069,6.4045,5.7583,6.0269,4.2436,4.9477,7.0332,6.5735,4.6317,5.962
198611,-2.205,0.179,0.3761,-0.106,1.3129,0.3024,0.4231,-0.5556,-2.1779,0.1073,-0.002,0.3858,-1.171,1.4622,-0.2747,1.1893,1.3045,1.5222,-1.1264,1.1407,2.7329,1.8745,2.8241,2.5656,1.5893
198612,-5.4972,-2.0942,-3.6319,-1.7062,-3.4574,-3.1306,-1.9059,-3.6404,-3.2864,0.7765,-2.6159,-1.8561,-3.6408,-2.1285,-0.8665,-4.5303,-2.8791,-2.7364,-2.3785,-3.3046,-1.7171,-2.5108,-4.3116,-2.872,-2.9283
198701,11.1195,10.4627,10.6688,9.9527,9.4364,13.5535,12.436,10.5853,9.8684,11.1488,14.1299,12.94,8.7492,10.2409,9.3965,14.1359,12.2125,10.3076,11.9355,11.6114,13.3413,16.5312,11.3239,12.5086,11.98
198702,10.621,8.5463,6.8206,7.2168,6.5272,9.6876,9.2843,6.3865,5.9588,5.5753,8.8542,8.3955,5.0705,4.2123,4.2188,7.1689,6.899,6.5537,3.4319,2.6185,8.2035,5.9703,2.8778,-0.4925,-1.0179
198703,2.1349,3.8034,2.1957,3.5333,4.6303,0.5291,3.2733,1.4721,2.9429,3.5096,0.2589,1.3868,1.1166,2.476,3.4246,1.8843,1.8692,1.8554,1.9251,-1.2764,1.5556,2.2655,0.4061,3.0252,4.7937
198704,-2.3206,-2.4586,-2.395,-0.6186,-1.2075,-3.8658,-2.6108,-2.7712,-4.0654,-4.91,-2.1389,-2.05,-4.5977,-1.9342,-2.6315,-3.627,-2.499,-2.5202,-2.013,-1.5805,-1.3506,-1.1568,-2.1979,-0.8533,-0.3466
198705,-0.2317,-1.3433,0.0714,0.688,3.0973,-0.967,-0.0129,0.0032,0.2498,0.5061,0.7387,0.4531,-0.5163,0.4736,0.3252,2.0596,0.4032,-0.3367,-0.5727,0.8112,1.9066,-0.5479,-0.0428,0.7871,0.5162
198706,-0.1664,1.4882,2.9514,1.9127,4.2029,1.7308,3.0737,3.6156,3.3349,4.1191,2.2542,1.8424,5.5209,5.3105,2.5914,4.8256,3.1367,4.3049,4.0947,3.7158,4.7307,5.4204,6.2022,5.057,5.3683
198707,1.784,2.006,2.1342,2.9087,5.3434,2.1918,1.8462,4.0479,3.2142,5.8023,2.558,4.4621,3.7518,3.6778,7.7129,3.8075,4.6571,4.7787,4.5088,4.6302,6.0609,3.1875,6.341,2.5954,3.0674
198708,0.7982,2.1449,2.7066,2.4206,0.8294,2.8272,3.4837,4.0546,2.5249,4.0412,3.8938,3.5972,4.4201,3.6734,0.6936,4.9155,4.0145,3.4147,3.3741,1.8522,4.8258,5.2214,3.4569,4.6885,2.6116
198709,-2.8442,-0.3717,-0.9842,-0.4619,-1.2215,-2.2186,-2.2993,-0.6896,-0.7943,-2.6657,-3.2801,-2.3798,-2.127,-2.3841,-1.0089,-1.9688,-1.2647,-2.2843,-1.8179,0.0172,-2.172,-4.0515,0.1927,-2.0853,-2.728
198710,-34.3313,-30.7123,-28.9715,-28.7587,-28.8533,-32.708,-31.7267,-28.6869,-24.3513,-28.8993,-29.7258,-28.8159,-24.432,-23.1479,-26.1533,-25.9499,-28.793,-24.313,-18.7903,-24.108,-21.6389,-22.3565,-21.7941,-15.1669,-18.7292
198711,-8.4995,-5.0766,-4.7801,-4.4928,-3.4968,-7.2576,-5.2714,-3.4785,-3.1286,-2.9367,-6.6615,-2.8576,-2.7469,-3.1878,-3.7657,-6.426,-5.8978,-6.4404,-4.4602,-2.1625,-9.6414,-8.3896,-8.4094,-7.7185,-7.4047
198712,2.9009,5.0315,5.4147,4.8344,3.3548,12.1324,9.5208,6.6018,7.2939,5.1071,12.437,9.6901,6.1974,4.8192,6.5534,12.6855,10.6495,9.3068,3.8807,4.1026,8.3536,7.4415,8.0449,3.2948,6.2522
198801,5.9913,7.0753,4.5697,4.928,6.3662,1.8446,2.87,5.1365,3.9866,6.8147,1.3101,3.5287,4.3244,7.6024,6.3262,0.1177,4.4153,4.5927,6.2447,5.93,2.2766,1.6455,5.5214,8.9549,8.6493
198802,5.9917,7.7568,7.5222,7.6503,7.4715,8.5275,11.9513,8.041,8.728,7.9407,8.7124,8.0047,7.2199,7.075,6.1872,8.5717,9.3473,6.3083,4.994,6.3181,4.5828,5.3806,4.6432,1.7499,2.8565
198803,4.1776,5.5331,6.1915,5.2395,4.9175,2.299,6.9611,3.9451,3.0802,4.4635,2.9182,1.0112,1.1551,-0.0899,0.8424,-0.8474,1.0714,-0.1795,-0.0195,4.3018,-4.5885,-4.1262,-3.8742,-3.824,-0.8088
198804,0.9845,1.1927,2.671,0.9277,3.8644,2.133,4.189,2.8618,2.1224,2.4423,-0.8837,0.3381,1.6862,0.4133,1.5429,0.1642,0.6728,1.2966,-0.957,1.1316,-0.7787,1.0549,1.5663,2.4412,2.2737
198805,-3.6221,-1.9507,-1.0607,-1.615,-0.9727,-4.4706,-2.2208,-2.59,-1.0451,-0.8326,-0.9119,-1.6043,-1.2454,1.4255,0.9051,-0.7552,-0.5807,-0.7449,2.436,0.9686,0.0809,0.3168,-0.1892,2.5143,2.2133
198806,6.4596,6.62,5.9893,6.2506,4.8129,7.4441,10.9329,7.882,5.6823,8.7404,6.8799,7.4622,6.2605,5.9823,5.9952,7.3464,6.9172,6.6262,3.9838,8.3708,4.1814,6.7448,5.3267,3.08,3.008
198807,-0.8711,-0.7286,-0.6375,1.1586,-1.1402,-2.6968,-2.3042,0.2719,0.3035,1.2233,-4.1301,-2.1853,-1.5427,-0.0509,-0.386,-3.2792,-2.5746,-1.6325,0.0538,0.2977,-0.9982,-0.9685,0.6791,0.0787,1.0157
198808,-4.1422,-2.3358,-0.982,-1.5587,-2.0587,-3.9699,-4.2523,-1.7762,-0.6193,-1.0753,-4.2959,-2.7245,-1.9903,0.1767,-1.0559,-3.6032,-3.1411,-1.0582,0.1796,1.3713,-2.8561,-5.0241,-2.3795,-1.461,-3.1143
198809,1.1268,3.1075,2.5385,1.8922,2.8256,2.5059,2.6459,2.7982,2.8322,2.8705,3.9871,2.2876,2.6887,1.547,3.4154,4.4356,1.2206,4.007,1.9634,4.5654,5.5772,5.5754,2.0398,4.1602,3.7907
198810,-2.8775,-1.8307,-1.0612,-2.1951,-1.0595,-2.528,-0.6979,0.1384,0.2066,-0.588,-1.5795,0.4088,1.2389,0.6807,2.5171,-1.5548,0.7025,0.8886,1.1187,2.5874,1.8796,5.3734,1.7828,2.3414,4.4651
198811,-4.9438,-4.71,-3.4434,-3.4934,-4.2122,-4.121,-3.1515,-2.0532,-3.2781,-2.0005,-2.8093,-2.7734,-3.8024,-0.3638,-1.3029,-1.594,-2.6154,-3.3706,-1.682,-1.0947,-1.9351,-0.9923,-1.9445,-0.4947,0.4575
198812,1.8296,4.1232,3.3221,4.789,2.5752,5.0283,4.2193,3.7256,4.9407,3.0812,4.3779,4.015,3.228,2.2447,2.9723,3.2515,3.0363,1.4487,2.0689,-0.8933,2.6368,1.9956,1.7455,0.5184,0.5019
198901,5.2254,5.9066,4.5111,4.4406,5.6281,3.7281,5.0778,4.8015,3.7859,7.479,4.9264,5.3822,5.2209,3.9081,5.5112,4.8277,5.8943,5.923,5.777,8.1727,7.7495,6.8957,6.4434,6.5696,8.0916
198902,-1.0177,0.2374,0.8297,1.5226,1.6635,0.7991,1.8508,1.5563,0.9029,1.6414,0.1334,0.4747,0.1276,1.3631,-0.1532,-0.3745,0.2873,-1.1862,0.447,1.3428,-3.077,-2.8858,-2.5038,-1.6902,-2.5245
198903,1.2893,2.929,5.0353,2.3459,3.0326,1.8705,2.2851,2.3631,1.7537,3.2019,2.2835,1.1425,1.5415,3.5066,2.3401,-0.4052,1.355,3.5958,0.5661,3.2908,3.0521,0.5634,3.7342,2.6814,1.2867
198904,2.9314,3.1415,4.0145,2.2039,2.8941,4.5854,5.1509,5.0334,2.452,5.8979,5.6092,4.3128,4.7281,4.1056,4.058,6.5273,5.0458,4.1858,5.1225,5.1284,6.1895,4.817,5.0365,4.3346,3.8746
198905,2.8677,5.6611,2.3377,3.8571,3.5166,5.1379,2.7041,4.4755,3.5489,3.8107,5.7474,4.6101,3.7959,4.1726,3.8181,4.5179,2.8545,3.2615,4.1655,6.201,4.6646,3.1878,4.4454,4.3565,3.249
198906,-3.2834,-1.587,-2.3678,0.7632,0.5663,-4.5728,-1.8804,-0.6997,-0.5917,-1.5728,-3.5143,-1.4573,-1.3304,0.4359,2.4209,-2.0862,-1.4789,0.3578,2.1211,3.383,-0.5032,-0.527,-1.0186,-0.7082,0.9347
198907,2.7965,4.8565,2.4232,3.0764,1.5728,5.5517,5.0085,3.0907,4.011,3.1376,5.3921,4.9915,3.1959,5.0139,3.8144,8.3923,8.6443,6.0908,6.0065,6.5062,11.5354,9.6032,6.8961,7.5706,6.681
198908,2.2266,-0.2556,0.7361,2.4573,1.6861,3.3871,3.2991,3.2057,3.5415,2.6417,2.9449,2.5869,5.2448,3.0456,1.9636,3.5205,3.9528,3.2862,3.6046,1.2425,-0.0751,2.2799,2.9221,1.8471,2.9389
198909,1.1949,-0.4891,-0.1922,0.5372,-0.3745,2.2069,0.0933,0.8959,0.599,-1.0155,1.4481,-1.4319,-1.3149,-0.2834,-1.325,0.2327,-2.9028,-3.3901,-0.6626,0.6423,1.1029,-0.8343,0.1743,0.8279,-0.5005
198910,-5.093,-5.5589,-5.156,-4.3978,-6.64,-5.0698,-6.9632,-4.8436,-5.7273,-7.8922,-3.9803,-5.7917,-6.3931,-4.9588,-4.9009,-2.897,-3.8187,-7.305,-3.1436,-4.4915,0.1239,-3.5332,-2.9248,-3.0032,-0.249
198911,-0.6295,0.1109,-0.8238,-0.081,-1.1251,0.3714,1.5387,0.5883,1.4374,-0.7964,1.3783,2.1274,-0.2235,0.9933,2.481,2.2268,2.0614,0.2478,0.6817,0.7233,1.9022,2.4577,2.683,1.2306,1.1174
198912,-0.8264,-0.8493,-1.1047,-0.8371,-1.5111,0.9808,-0.0846,0.6165,0.9233,0.3326,0.3279,0.6508,-1.503,1.8274,-0.1553,2.5212,2.1601,1.7167,1.2084,2.1091,0.6799,0.9872,4.4191,5.0846,1.0197
199001,-8.244,-7.3876,-5.0745,-6.7782,-6.1357,-9.395,-9.5678,-7.4759,-7.9913,-9.1709,-9.6019,-9.0122,-7.9164,-6.797,-7.6976,-7.0412,-5.6491,-8.4128,-8.5599,-9.9467,-7.6588,-5.7055,-7.1345,-7.2029,-5.7777
199002,2.0043,2.1492,1.1082,3.2712,1.6397,3.339,3.768,2.9262,3.5358,2.3526,3.2868,3.3598,2.1445,1.2065,2.8449,1.5075,1.5738,1.4493,1.6868,3.5211,-0.1005,1.8415,2.4302,1.3532,2.1027
199003,4.3972,2.5681,2.4673,3.7687,1.4385,4.5652,4.6027,5.0103,3.0732,1.5204,5.3292,2.8593,3.2018,1.0419,-0.31,3.9477,3.7677,2.0753,1.8588,-0.4393,3.929,3.8682,0.203,0.561,1.1352
199004,-2.4797,-2.5081,-1.7204,-2.5149,-3.4655,-3.9676,-3.6944,-2.086,-2.8627,-5.6671,-2.3514,-2.1683,-3.4804,-5.5261,-5.8915,-2.8694,-4.1935,-6.0648,-5.4307,-5.929,0.4108,-1.2791,-3.8411,-4.1615,-4.1662
199005,8.206,6.2612,5.8446,4.1587,3.4763,10.7711,8.6068,5.813,5.3471,3.7181,9.3956,8.8333,7.5795,4.5628,5.9048,10.8568,8.558,10.1551,7.366,8.6303,11.5828,10.9494,7.5151,6.4311,7.829
199006,1.2758,2.3915,2.347,0.493,-0.1163,0.1873,0.9998,-1.1079,0.1075,-0.6814,1.7479,0.6267,-0.598,-1.6374,-0.0701,0.3484,-1.7924,-1.9891,-1.8652,-0.0161,3.3471,-2.0853,-2.4139,-3.359,-0.3027
199007,-4.9053,-4.9008,-3.6216,-2.9013,-4.234,-5.4957,-3.5364,-4.5954,-2.4098,-4.8882,-4.4969,-1.5293,-3.5381,-4.5982,-4.7772,-2.0782,-1.342,-3.9311,-2.4465,-2.0197,-0.7962,-1.4843,2.2022,-1.2977,-2.0321
199008,-16.47,-14.5147,-12.5493,-11.2642,-12.3849,-14.7286,-13.5036,-12.4511,-10.5904,-11.2943,-13.9123,-13.4351,-11.0198,-8.9314,-10.0935,-9.821,-11.4033,-10.5419,-9.4224,-10.0018,-8.6217,-10.1688,-6.5636,-9.4691,-10.5847
199009,-10.6339,-9.1665,-8.0482,-7.0513,-8.786,-9.8957,-9.3056,-8.6296,-7.2153,-8.4757,-9.4495,-6.9853,-6.6937,-7.9061,-8.3556,-5.7786,-6.3109,-9.9339,-7.0779,-7.0147,-5.1105,-5.2378,-1.495,-6.6207,-7.4122
199010,-6.4846,-6.7034,-6.5869,-5.6134,-7.1208,-6.3727,-4.9531,-4.4521,-4.1423,-8.0182,-4.8653,-4.7541,-4.1663,-2.9824,-4.4455,-0.9067,-3.6546,-6.6717,-2.2528,-1.2626,1.5072,-1.623,-0.9936,0.7491,0.9417
199011,3.3041,4.9373,4.1848,2.7229,0.8669,12.1804,5.7107,7.2427,6.593,4.6506,11.236,9.4204,7.7983,7.2291,7.6345,9.1952,7.9461,10.9962,9.3203,6.0376,6.4639,7.6454,5.8681,6.1279,4.3463
199012,0.2387,0.1259,0.1356,1.701,0.3308,4.3257,5.4926,4.4907,4.1776,3.7618,6.6505,4.1441,3.8278,3.6722,2.8925,4.0787,3.839,4.5489,4.4535,3.6116,3.2615,3.7393,1.6152,2.199,0.8058
199101,7.4408,7.3607,10.7398,9.0026,10.969,10.2987,6.6881,7.4231,6.4127,8.8542,9.329,8.8417,6.7382,7.9194,3.577,8.4626,3.8567,8.4773,4.3125,5.325,5.2183,5.9977,1.7717,5.9153,3.9606
199102,14.59,12.3109,13.2831,12.0923,11.8279,11.6808,10.2687,10.1105,8.4845,14.1969,9.5275,11.0949,7.9905,8.5843,8.5418,8.5497,9.5285,8.3103,8.1421,5.9178,8.0778,6.9736,5.2134,6.1818,7.9574
199103,10.3492,8.7526,7.8049,6.36,7.7762,7.6915,5.1138,5.7576,6.4032,6.3213,7.6869,2.6505,2.0227,4.953,5.9789,4.7145,4.0187,3.3735,3.818,3.0043,4.5294,1.7475,0.2995,1.7059,1.1927
199104,1.175,1.2597,1.2711,0.4548,0.6226,-1.7525,0.9302,0.9775,1.4696,1.5479,-2.7704,-0.741,3.0508,2.2331,1.704,-0.7012,0.5615,3.5979,1.694,-0.3303,0.0774,-0.0661,-0.018,1.3186,-0.1641
199105,2.5315,3.8729,4.9185,2.81,3.147,5.2747,3.1032,5.7727,3.534,3.5763,3.696,6.3603,4.9433,4.3733,0.1968,6.6351,2.9265,5.7797,4.4394,5.5082,3.9613,5.1829,1.6527,3.9729,6.9031
199106,-6.938,-3.7013,-4.0262,-4.3472,-3.7698,-5.4795,-4.9637,-3.0971,-2.8875,-5.684,-4.8221,-4.4171,-3.498,-2.0676,-4.9899,-5.2945,-4.204,-5.9388,-3.3446,-3.4701,-4.3817,-5.6291,-3.6881,-4.8476,-3.9635
199107,2.7183,4.1387,2.0195,3.608,2.3588,4.1501,3.9035,3.3259,3.4833,2.4562,6.2256,4.2416,4.0229,2.7118,7.1389,5.9625,3.574,2.4705,4.9789,7.1372,6.4055,3.0169,4.8672,4.8678,-0.9497
199108,3.7594,4.8941,3.006,0.9613,2.6873,3.9787,3.6486,3.8958,3.1091,3.1723,5.4399,4.1128,2.543,3.9256,6.1816,1.5287,2.7936,2.7523,3.1566,3.1384,4.3295,0.592,2.6484,1.5714,1.5774
199109,4.2466,2.3799,0.5966,0.0242,-1.3032,0.5811,0.7248,2.0029,1.1337,-2.2171,-0.1248,-0.261,-0.8821,0.5301,-3.1493,-0.4586,-1.6362,-0.7822,0.1758,-1.0699,-2.1116,-1.1911,-0.99,0.0132,-2.9432
199110,7.0913,4.0422,1.8947,3.7351,1.3764,2.2107,1.6798,3.2992,0.582,1.2975,2.7581,1.4106,1.0675,2.9168,3.7924,2.5275,0.379,1.5666,2.6595,3.4508,1.4279,0.9375,1.9438,2.9734,1.2661
199111,-2.052,-3.0322,-4.64,-3.2211,-2.7249,-4.8179,-5.613,-2.7808,-4.9294,-6.6704,-3.4065,-4.5948,-3.7805,-5.0445,-5.6741,-2.3625,-4.9529,-3.8091,-2.8414,-6.2634,-1.2162,-5.4796,-5.536,-3.4786,-9.2917
199112,6.6987,3.5285,5.5275,4.1461,4.841,11.4844,6.8876,5.5387,5.9559,8.0966,14.3327,10.9893,7.2652,9.7256,11.2209,13.2813,9.0749,9.4917,8.6073,11.0081,15.3467,8.9157,8.3596,6.6935,14.3233
199201,14.6193,15.4979,9.0212,13.9486,16.4738,8.3693,4.4943,6.5697,7.406,9.6285,1.6474,4.3973,4.9346,5.8271,9.1922,-0.0525,1.8933,1.5903,0.4632,6.2949,-3.201,-2.07,-2.4594,0.2134,6.4339
199202,-0.0819,4.9963,3.1041,4.926,10.1015,0.2236,2.9361,1.5619,4.7815,6.0627,0.1723,2.3636,3.5648,2.8072,8.6564,-0.4966,3.4158,2.3322,2.2098,4.9001,0.1776,-0.4262,1.9312,4.2685,10.8584
199203,-6.5885,-5.5969,-2.7144,0.2318,-1.0883,-8.1552,-2.7394,-1.4078,-0.4887,-1.2431,-5.1522,-2.3449,-0.4112,0.114,-1.5346,-5.7899,-1.0901,-2.6128,-0.9083,-2.2911,-2.8071,-1.7713,0.1312,-1.331,0.7085
199204,-10.0903,-3.7352,-4.6592,-4.6323,-2.6459,-6.3661,-3.2238,-2.6912,-2.4452,-0.1651,-5.5398,-1.7794,-1.2158,0.3322,2.8488,-1.9211,0.4775,1.9151,3.5811,3.9189,-0.1295,5.492,5.4749,2.8609,10.1656
199205,-1.2898,-0.0928,-0.0266,-1.1653,1.6068,-0.315,0.3833,1.8945,0.8304,4.0726,0.0548,-1.1494,2.3803,0.729,3.8286,0.084,1.0985,1.5344,0.7858,-0.004,1.1937,0.3294,-0.0847,0.2761,-0.2641
199206,-9.1604,-5.6716,-4.9329,-4.919,-4.3734,-5.2784,-5.8961,-2.664,-3.498,-0.5194,-4.8411,-3.8098,-2.4272,-1.2992,-0.4409,-1.92,-4.4885,-1.2904,0.3521,-1.0486,-3.1033,0.1291,-2.2544,-0.1999,2.9685
199207,0.7357,1.353,1.4125,2.9222,2.772,2.5649,4.4096,2.9367,4.5091,3.2273,5.1268,4.7395,4.2267,5.1324,3.9827,5.1294,4.0804,3.6868,4.4243,2.2131,4.9268,3.5702,4.0466,4.6951,-0.3462
199208,-4.6896,-3.1848,-1.1171,-1.8757,-3.3391,-4.1624,-3.4049,-0.5617,-0.4859,-3.6671,-3.8686,-2.4537,-2.0235,-1.158,-3.0911,-1.3583,-2.6648,-2.1457,-1.5213,-4.5631,-0.6031,-3.0852,-1.2153,-3.1499,-8.5859
199209,0.378,1.5791,2.0409,1.8541,0.9607,1.5611,1.7458,4.2157,2.0544,2.2084,3.0449,2.7709,1.7034,0.4228,1.6491,0.5752,3.4831,1.7255,1.0377,0.4887,0.7331,3.3349,0.384,1.2899,0.0996
199210,2.6402,1.8567,2.6069,1.7108,1.4836,4.6944,4.3344,2.2484,1.4403,2.5781,5.6685,4.0195,1.5645,2.4888,1.1653,4.825,0.7527,0.9652,2.1328,4.8891,2.0321,1.4814,-2.6252,0.2026,-0.0045
199211,10.3247,10.9103,8.1651,7.9838,7.8539,9.2342,8.3222,6.6793,4.7237,6.6561,9.6181,6.6667,6.5335,4.9596,4.4869,6.9538,4.9445,4.1976,2.9162,3.8679,3.7026,4.8878,1.0166,2.9129,8.4305
199212,1.5361,3.2169,4.8922,4.1346,5.0393,1.5613,2.4671,3.2185,6.4868,4.9664,3.4176,4.8511,2.7655,3.5748,5.2777,1.2216,2.6279,3.579,4.4607,4.0717,-0.6921,3.5039,1.0791,3.0876,2.8976
